Monthly Repayment Amount,قيمة السداد الشهري,
Repayment Start Date,تاريخ بداية السداد,
Loan Security Details,تفاصيل ضمان القرض,
Maximum Loan Value,الحد الأقصى لقيمة القرض,
Account Info,معلومات الحساب,
Loan Account,حساب القرض,
Interest Income Account,الحساب الخاص بإيرادات الفائدة,
Penalty Income Account,حساب دخل الجزاء,
Repayment Schedule,الجدول الزمني للسداد,
Total Payable Amount,المبلغ الكلي المستحق,
Total Principal Paid,إجمالي المبلغ المدفوع,
Total Interest Payable,مجموع الفائدة الواجب دفعها,
Total Amount Paid,مجموع المبلغ المدفوع,
Loan Manager,مدير القرض,
Loan Info,معلومات قرض,
Rate of Interest,معدل الفائدة,
Proposed Pledges,التعهدات المقترحة,
Maximum Loan Amount,أعلى قيمة للقرض,
Repayment Info,معلومات السداد,
Total Payable Interest,مجموع الفوائد الدائنة,
Against Loan ,مقابل القرض,
Loan Interest Accrual,استحقاق فائدة القرض,
Amounts,مبالغ,
Pending Principal Amount,في انتظار المبلغ الرئيسي,
Payable Principal Amount,المبلغ الرئيسي المستحق,
Paid Principal Amount,المبلغ الأساسي المدفوع,
Paid Interest Amount,مبلغ الفائدة المدفوعة,
Process Loan Interest Accrual,استحقاق الفائدة من قرض العملية,
Repayment Schedule Name,اسم جدول السداد,
Payment Details,تفاصيل الدفع,
Interest Payable,الفوائد المستحقة الدفع,
Amount Paid,القيمة المدفوعة,
Principal Amount Paid,المبلغ الرئيسي المدفوع,
Repayment Details,تفاصيل السداد,
Loan Repayment Detail,تفاصيل سداد القرض,
Loan Security Name,اسم ضمان القرض,
Unit Of Measure,وحدة القياس,
Loan Security Code,رمز ضمان القرض,
Loan Security Type,نوع ضمان القرض,
Haircut %,حلاقة شعر ٪,
Loan  Details,تفاصيل القرض,
Unpledged,Unpledged,
Pledged,تعهد,
Partially Pledged,تعهد جزئي,
Securities,ضمانات,
Total Security Value,إجمالي قيمة الأمن,
Loan Security Shortfall,قرض أمن النقص,
Loan ,قرض,
Shortfall Time,وقت العجز,
America/New_York,أمريكا / نيويورك,
Shortfall Amount,عجز المبلغ,
Security Value ,قيمة الأمن,
Process Loan Security Shortfall,النقص في عملية قرض القرض,
Loan To Value Ratio,نسبة القروض إلى قيمة,
Unpledge Time,الوقت unpledge,
Loan Name,اسم قرض,
Penalty Interest Rate (%) Per Day,عقوبة سعر الفائدة (٪) في اليوم الواحد,
Penalty Interest Rate is levied on the pending interest amount on a daily basis in case of delayed repayment ,يتم فرض معدل الفائدة الجزائية على مبلغ الفائدة المعلق على أساس يومي في حالة التأخر في السداد,
Grace Period in Days,فترة السماح بالأيام,
No. of days from due date until which penalty won't be charged in case of delay in loan repayment,عدد الأيام من تاريخ الاستحقاق التي لن يتم فرض غرامة عليها في حالة التأخير في سداد القرض,
Pledge,التعهد,
Post Haircut Amount,بعد قص شعر,
Process Type,نوع العملية,
Update Time,تحديث الوقت,
Proposed Pledge,التعهد المقترح,
Total Payment,إجمالي الدفعة,
Balance Loan Amount,رصيد مبلغ القرض,
Is Accrued,المستحقة,
Sanctioned Loan Amount,مبلغ القرض المحكوم عليه,
Sanctioned Amount Limit,الحد الأقصى للعقوبة,
Unpledge,Unpledge,
Haircut,حلاقة شعر,
Current Value,القيمة الحالية,
Loan Repayment and Closure,سداد القرض وإغلاقه,
Loan Security Status,حالة ضمان القرض,
Disbursement Details,تفاصيل الصرف,
Reference No,رقم المرجع,
Haircut percentage is the percentage difference between market value of the Loan Security and the value ascribed to that Loan Security when used as collateral for that loan.,نسبة الحلاقة هي النسبة المئوية للفرق بين القيمة السوقية لسند القرض والقيمة المنسوبة إلى ضمان القرض هذا عند استخدامها كضمان لهذا القرض.,
Loan To Value Ratio expresses the ratio of the loan amount to the value of the security pledged. A loan security shortfall will be triggered if this falls below the specified value for any loan ,تعبر نسبة القرض إلى القيمة عن نسبة مبلغ القرض إلى قيمة الضمان المرهون. سيحدث عجز في تأمين القرض إذا انخفض عن القيمة المحددة لأي قرض,
Loan Security {0} added multiple times,تمت إضافة ضمان القرض {0} عدة مرات,
Loan Securities with different LTV ratio cannot be pledged against one loan,لا يمكن رهن سندات القرض ذات نسبة القيمة الدائمة المختلفة لقرض واحد,
Qty or Amount is mandatory for loan security!,الكمية أو المبلغ إلزامي لضمان القرض!,
Only submittted unpledge requests can be approved,يمكن الموافقة على طلبات إلغاء التعهد المقدمة فقط,
Interest Amount or Principal Amount is mandatory,مبلغ الفائدة أو المبلغ الأساسي إلزامي,
Disbursed Amount cannot be greater than {0},لا يمكن أن يكون المبلغ المصروف أكبر من {0},
Row {0}: Loan Security {1} added multiple times,الصف {0}: تمت إضافة ضمان القرض {1} عدة مرات,
30/360,30/360,
30/365,30/365,
Accrual Date,تاريخ الاستحقاق,
Accrual Details,تفاصيل الاستحقاق,
Accrual Type,نوع الاستحقاق,
Actual/360,Actual/360,
Actual/365,Actual/365,
Actual/Actual,Actual/Actual,
Add To First EMI,الإضافة إلى أول EMI,
Add to First EMI,الإضافة إلى أول EMI,
Add to first repayment,الإضافة إلى أول سداد,
Add to Last EMI,الإضافة إلى آخر EMI,
Additional Interest,الفائدة الإضافية,
Additional Interest Accounts,حسابات الفائدة الإضافية,
Additional Interest Accrued,الفائدة الإضافية المستحقة,
Additional Interest Amount,مبلغ الفائدة الإضافية,
Additional Interest Income,إيرادات الفائدة الإضافية,
Additional Interest Receivable,الفائدة الإضافية المستحقة القبض,
Additional Interest Suspense,الفائدة الإضافية المعلّقة,
Additional Interest Suspense Entry,قيد الفائدة الإضافية المعلّقة,
Additional Interest Waiver,إعفاء الفائدة الإضافية,
Address Details,تفاصيل العنوان,
Address Links,روابط العنوان,
Adds the option to have employee loans,يضيف خيار توفير قروض الموظفين,
Adds unique constraints to the email and phone number fields of the Customer DocType.,يضيف قيود تفرّد إلى حقلي البريد الإلكتروني ورقم الهاتف في نوع مستند العميل (Customer DocType).,
Adjust within the EMI amount,التعديل ضمن مبلغ EMI,
Adjusted Amount,المبلغ المعدّل,
Adjusted Interest,الفائدة المعدّلة,
Adjustment Account,حساب التسوية,
Adjustment Details,تفاصيل التسوية,
Adjustment Receivable Account,حساب التسوية المدين,
Adjustment Type,نوع التسوية,
Adjustments,التسويات,
All entries on and after this date will be reposted,ستتم إعادة ترحيل جميع القيود في هذا التاريخ وما بعده,
Allocated Date,التاريخ المخصص,
Allocated Demands,المطالبات المخصصة,
Amortized Over Tenure,مُستهلك على مدى المدة,
Amount on which interest is calculated,المبلغ الذي تُحسب عليه الفائدة,
Applicant (Borrower),مقدم الطلب (المقترض),
Applicant Details,تفاصيل مقدم الطلب,
Applicant Email,بريد مقدم الطلب الإلكتروني,
Applicant Mobile,هاتف مقدم الطلب المحمول,
Applicant Phone Number,رقم هاتف مقدم الطلب,
Authentication Details,تفاصيل المصادقة,
Auto create customer,إنشاء العميل تلقائياً,
Auto create disbursement on loan booking,إنشاء الصرف تلقائياً عند تسجيل القرض,
Auto Write Off Amount,مبلغ الشطب التلقائي,
Available Amount,المبلغ المتاح,
Available Limit,الحد المتاح,
Available Limit Amount,مبلغ الحد المتاح,
Available Security Deposit,وديعة الضمان المتاحة,
Available Security Value,قيمة الضمان المتاحة,
Balance Amount,المبلغ المتبقي,
Balance Charges,الرسوم المتبقية,
Balance Overdue Principal,المبلغ الرئيسي المتأخر المتبقي,
Base Amount,المبلغ الأساسي,
Bi-Weekly,كل أسبوعين,
Billed Separately,تتم الفوترة بشكل منفصل,
Borrower Portal,بوابة المقترض,
Both Fixed Deposit and Corporate Guarantee,كل من الوديعة الثابتة والكفالة المؤسسية,
BPI,BPI,
BPI Amount Difference,فرق مبلغ BPI,
BPI Difference Date,تاريخ فرق BPI,
BPI Recovery Method,طريقة استرداد BPI,
BPI Treatment,معالجة BPI,
Branch Details,تفاصيل الفرع,
Broken Period Interest,فائدة الفترة المكسورة,
Broken Period Interest Days,أيام فائدة الفترة المكسورة,
Broken Period Interest Recovery Account,حساب استرداد فائدة الفترة المكسورة,
Bulk Repayment Log,سجل السداد المجمّع,
Business,أعمال تجارية,
Cancel Future Accruals and Demands,إلغاء الاستحقاقات والمطالبات المستقبلية,
Cancel future EMI Demands,إلغاء مطالبات EMI المستقبلية,
Cancellation Date,تاريخ الإلغاء,
Capitalize,رسملة,
Capitalize Amount,مبلغ الرسملة,
Centralized,مركزي,
Change Date,تاريخ التغيير,
Charge,رسم,
Charge Accounts,حسابات الرسوم,
Charge Amount,مبلغ الرسم,
Charge Based On,الرسم بناءً على,
Charge Code,رمز الرسم,
Charge Payment,دفع الرسم,
Charge Type,نوع الرسم,
Charges Capitalization,رسملة الرسوم,
Charges Overdue,الرسوم المتأخرة,
Charges Treatment,معالجة الرسوم,
Charges Waiver,إعفاء الرسوم,
Charges Waiver Amount,مبلغ إعفاء الرسوم,
Classification Code,رمز التصنيف,
Classification Name,اسم التصنيف,
Clear demand allocation before repost,مسح تخصيص المطالبة قبل إعادة الترحيل,
Closure Date,تاريخ الإغلاق,
Co Lender Schedule,جدول المُقرض المشارك,
Co Lending,الإقراض المشترك,
Co-Applicants,مقدمو الطلب المشاركون,
Co-Lender Schedule,جدول المُقرض المشارك,
Collection at partner's percentage,التحصيل بنسبة الشريك,
Collection Offset Logic Based On,منطق مقاصة التحصيل بناءً على,
Collection Offset Sequence,تسلسل مقاصة التحصيل,
Collection Offset Sequence for Settlement Collection,تسلسل مقاصة التحصيل لتحصيل التسوية,
Collection Offset Sequence for Standard Asset,تسلسل مقاصة التحصيل للأصل القياسي,
Collection Offset Sequence for Sub Standard Asset,تسلسل مقاصة التحصيل للأصل دون القياسي,
Collection Offset Sequence for Written Off Asset,تسلسل مقاصة التحصيل للأصل المشطوب,
Collection Percentage,نسبة التحصيل,
Company Collection Percentage,نسبة تحصيل الشركة,
Complete KYC,استكمال KYC,
Completed Tenure,المدة المكتملة,
Converted to Application,تم التحويل إلى طلب,
Corporate Guarantee Only,الكفالة المؤسسية فقط,
Credit Adjustment,تسوية دائنة,
Credit Adjustment Amount,مبلغ التسوية الدائنة,
Current Disbursed Amount,المبلغ المصروف الحالي,
Current Principal Amount,المبلغ الرئيسي الحالي,
Current Restructure Count,عدد عمليات إعادة الهيكلة الحالي,
Customer Refund Account,حساب استرداد أموال العميل,
Cyclic Day Of the Month,اليوم الدوري من الشهر,
Date Of Birth,تاريخ الميلاد,
Day of every month on which the repayment date is considered,اليوم من كل شهر الذي يُعتبر فيه تاريخ السداد,
Days Past Due,أيام التأخر عن السداد,
Days Past Due Log,سجل أيام التأخر عن السداد,
Days Past Due Threshold,عتبة أيام التأخر عن السداد,
Days Past Due Threshold For Auto Write Off,عتبة أيام التأخر عن السداد للشطب التلقائي,
Days Past Due Threshold for NPA,عتبة أيام التأخر عن السداد لـ NPA,
Debit Adjustment,تسوية مدينة,
Debit Adjustment Amount,مبلغ التسوية المدينة,
Decentralized,لامركزي,
Default Suspense Account,الحساب المعلّق الافتراضي,
Default Waiver Account,حساب الإعفاء الافتراضي,
Default Write Off Account,حساب الشطب الافتراضي,
Delete GL Entries,حذف قيود GL,
Delinked,تم فك الارتباط,
Delinquent Available Limit,الحد المتاح المتعثر,
Delinquent In Process Limit,الحد قيد المعالجة المتعثر,
Delinquent Limit,الحد المتعثر,
Delinquent Limit Amount,مبلغ الحد المتعثر,
Delinquent Limit Percent,نسبة الحد المتعثر,
Delinquent Principal Outstanding,المبلغ الرئيسي القائم المتعثر,
Delinquent Utilized Limit,الحد المستخدم المتعثر,
Demand Amount,مبلغ المطالبة,
Demand Date,تاريخ المطالبة,
Demand Generated,تم إنشاء المطالبة,
Demand Subtype,النوع الفرعي للمطالبة,
Demand Type,نوع المطالبة,
Deposit Amount,مبلغ الوديعة,
Deposit Date,تاريخ الوديعة,
Disbursement,الصرف,
Disbursement Account,حساب الصرف,
Disbursement Charges,رسوم الصرف,
Disbursement References,مراجع الصرف,
Effective Date,تاريخ السريان,
Email OTP,رمز OTP عبر البريد الإلكتروني,
Email Verification Status,حالة التحقق من البريد الإلكتروني,
EMI,EMI,
EMI (PMT) based,بناءً على EMI (PMT),
EMI (Principal + Interest),EMI (المبلغ الرئيسي + الفائدة),
Employee Loans,قروض الموظفين,
Enable Loan Accounting,تفعيل محاسبة القروض,
Enable Partner Accounting,تفعيل محاسبة الشريك,
End of the current month,نهاية الشهر الحالي,
Entries To Cancel,القيود المراد إلغاؤها,
Entries To Repost,القيود المراد إعادة ترحيلها,
Excess Amount,المبلغ الزائد,
Excess Amount Acceptance Limit,حد قبول المبلغ الزائد,
Excess Amount Paid,المبلغ الزائد المدفوع,
Excess amount repayment limit during loan closure,حد سداد المبلغ الزائد أثناء إغلاق القرض,
Failed Repayment,السداد الفاشل,
Fixed Amount,مبلغ ثابت,
Fixed Deposit Only,الوديعة الثابتة فقط,
Flat Interest Rate,معدل الفائدة الثابت,
FLDG,FLDG,
FLDG Account,حساب FLDG,
FLDG Corporate Guarantee Percentage,نسبة الكفالة المؤسسية لـ FLDG,
FLDG Fixed Deposit Percentage,نسبة الوديعة الثابتة لـ FLDG,
FLDG Limit Calculation Component,مكوّن حساب حد FLDG,
FLDG Trigger Date,تاريخ تفعيل FLDG,
FLDG Trigger DPD,DPD تفعيل FLDG,
FLDG Triggered,تم تفعيل FLDG,
Force Update DPD in Loan,فرض تحديث DPD في القرض,
Foreclosure Type,نوع الإغلاق المبكر,
Freeze Account,تجميد الحساب,
Freeze Date,تاريخ التجميد,
From Branch,من الفرع,
Full Settlement,التسوية الكاملة,
Full Settlement Job,مهمة التسوية الكاملة,
"If enabled, no interest will be accrued from each disbursement date till the end of the calendar month. Interest accrual will begin from the 1st of the following month.",في حال التفعيل، لن تُستحق أي فائدة من تاريخ كل صرف حتى نهاية الشهر الميلادي. سيبدأ استحقاق الفائدة من اليوم الأول من الشهر التالي.,
Ignore On Cancel Amount Update,تجاهل تحديث المبلغ عند الإلغاء,
In Process Limit,الحد قيد المعالجة,
Initiate,بدء,
Interest Accounts,حسابات الفائدة,
Interest Accrued Account,حساب الفائدة المستحقة,
Interest Adjustment,تسوية الفائدة,
Interest Capitalization,رسملة الفائدة,
Interest Carry Forward,ترحيل الفائدة,
Interest Day-Count Convention,اصطلاح احتساب أيام الفائدة,
Interest Overdue,الفائدة المتأخرة,
Interest Receivable Account,حساب الفائدة المدين,
Interest Treatment,معالجة الفائدة,
Interest Type,نوع الفائدة,
Interest Waiver,إعفاء الفائدة,
Interest Waiver Account,حساب إعفاء الفائدة,
Interest Waiver Amount,مبلغ إعفاء الفائدة,
Internal Foreclosure,الإغلاق المبكر الداخلي,
IRAC Provisioning Configuration,تهيئة مخصصات IRAC,
Is Backdated,بتاريخ سابق,
Is Excess Amount Refund,هل هو استرداد مبلغ زائد,
Is Imported,تم الاستيراد,
Is Invoice generated,هل تم إنشاء الفاتورة,
Is NPA,هل هو NPA,
Is Partial Pre-Paid Interest,هل هي فائدة مدفوعة مسبقاً جزئياً,
Is Security Amount Refund,هل هو استرداد مبلغ الضمان,
Is Settlement Write Off,هل هو شطب تسوية,
Is Write Off Waiver,هل هو إعفاء شطب,
Is Written Off,مشطوب,
KYC Complete,KYC مكتمل,
KYC Pending,KYC معلّق,
Last Accrual Date,تاريخ آخر استحقاق,
Lending,الإقراض,
Lending Settings,إعدادات الإقراض,
Limit Amount,مبلغ الحد,
Limit Applicable End,نهاية سريان الحد,
Limit Applicable Start,بداية سريان الحد,
Limit Percent,نسبة الحد,
Limit Renewal,تجديد الحد,
Limits,الحدود,
Line of Credit,خط الائتمان,
Loan Accounts,حسابات القرض,
Loan Accrual Frequency,تكرار استحقاق القرض,
Loan Accrual Repost,إعادة ترحيل استحقاق القرض,
Loan Accrual Repost Detail,تفاصيل إعادة ترحيل استحقاق القرض,
Loan Adjustment,تسوية القرض,
Loan Adjustment Detail,تفاصيل تسوية القرض,
Loan Amount Details,تفاصيل مبلغ القرض,
Loan Amount Percentage,نسبة مبلغ القرض,
Loan Application Document,مستند طلب القرض,
Loan Balance Adjustment,تسوية رصيد القرض,
Loan Booking,تسجيل القرض,
Loan Booking Charges,رسوم تسجيل القرض,
Loan Category,فئة القرض,
Loan Category Code,رمز فئة القرض,
Loan Category Name,اسم فئة القرض,
Loan Charge Reference,مرجع رسم القرض,
Loan Charges,رسوم القرض,
Loan Classification,تصنيف القرض,
Loan Classification Details,تفاصيل تصنيف القرض,
Loan Classification Range,نطاق تصنيف القرض,
Loan Classification Ranges,نطاقات تصنيف القرض,
Loan Co-Applicants,مقدمو طلب القرض المشاركون,
Loan Credit Limits,حدود ائتمان القرض,
Loan Defaults,القيم الافتراضية للقرض,
Loan Demand,مطالبة القرض,
Loan Demand Details,تفاصيل مطالبة القرض,
Loan Demand Offset Detail,تفاصيل مقاصة مطالبة القرض,
Loan Demand Offset Order,ترتيب مقاصة مطالبة القرض,
Loan Disbursement Charge,رسم صرف القرض,
Loan Disbursement Charges,رسوم صرف القرض,
Loan Disbursement ID,معرّف صرف القرض,
Loan Document Type,نوع مستند القرض,
Loan Freeze Log,سجل تجميد القرض,
Loan Import Details,تفاصيل استيراد القرض,
Loan IRAC Provisioning Configuration,تهيئة مخصصات IRAC للقرض,
Loan is a Non Performing Asset,القرض أصل غير عامل,
Loan Lead,زبون القرض المحتمل,
Loan Limit Change Log,سجل تغيير حد القرض,
Loan NPA Log,سجل NPA للقرض,
Loan Origination,إنشاء القرض,
Loan Origination Settings,إعدادات إنشاء القرض,
Loan Partner,شريك القرض,
Loan Partner Address,عنوان شريك القرض,
Loan Partner Adhoc Charges Shared,الرسوم الاستثنائية المشتركة لشريك القرض,
Loan Partner Details,تفاصيل شريك القرض,
Loan Partner Interest Rate,معدل فائدة شريك القرض,
Loan Partner Payment Ratio,نسبة دفع شريك القرض,
Loan Partner Rate Of Interest,معدل فائدة شريك القرض,
Loan Partner Repayment Schedule Type,نوع جدول سداد شريك القرض,
Loan Partner Share Details,تفاصيل حصة شريك القرض,
Loan Partner Share Percentage,نسبة حصة شريك القرض,
Loan Partner Shareable,القابل للمشاركة لشريك القرض,
Loan Partners,شركاء القرض,
Loan Product,منتج القرض,
Loan Product Loan Partner,شريك القرض لمنتج القرض,
Loan Purpose,الغرض من القرض,
Loan Refund,استرداد القرض,
Loan Repayment Charges,رسوم سداد القرض,
Loan Repayment Entries,قيود سداد القرض,
Loan Repayment Repost,إعادة ترحيل سداد القرض,
Loan Repayment Repost Cancel Detail,تفاصيل إلغاء إعادة ترحيل سداد القرض,
Loan Repayment Repost Detail,تفاصيل إعادة ترحيل سداد القرض,
Loan Repayment Schedule,جدول سداد القرض,
Loan Repayment Schedule Detail,تفاصيل جدول سداد القرض,
Loan Repayment Type,نوع سداد القرض,
Loan Restructure,إعادة هيكلة القرض,
Loan Restructure Charges,رسوم إعادة هيكلة القرض,
Loan Restructure Count,عدد عمليات إعادة هيكلة القرض,
Loan Restructure Details,تفاصيل إعادة هيكلة القرض,
Loan Restructure Limit Log,سجل حد إعادة هيكلة القرض,
Loan Security Assignment,تخصيص ضمان القرض,
Loan Security Deposit,وديعة ضمان القرض,
Loan Security Release,الإفراج عن ضمان القرض,
Loan Settings,إعدادات القرض,
Loan Transfer,تحويل القرض,
Loan Transfer Detail,تفاصيل تحويل القرض,
Loan Write Off,شطب القرض,
Loan Write Off will be automatically created on loan closure request if pending amount is below this limit,سيتم إنشاء شطب القرض تلقائياً عند طلب إغلاق القرض إذا كان المبلغ المعلّق أقل من هذا الحد,
Loans will be marked as NPA when the days past due count exceed this threshold,سيتم وضع علامة NPA على القروض عندما يتجاوز عدد أيام التأخر عن السداد هذه العتبة,
Manual Foreclosure,الإغلاق المبكر اليدوي,
Manual NPA,NPA يدوي,
Manual Remarks,ملاحظات يدوية,
Manually marked as NPA,تم وضع علامة NPA يدوياً,
Maturity Date,تاريخ الاستحقاق,
Max DPD Range,الحد الأقصى لنطاق DPD,
Maximum Limit Amount,أقصى مبلغ للحد,
Migration Date,تاريخ ترحيل البيانات,
Min DPD Range,الحد الأدنى لنطاق DPD,
Minimum days between Disbursement date and first Repayment date,الحد الأدنى لعدد الأيام بين تاريخ الصرف وتاريخ السداد الأول,
Minimum Partner Loan Amount Percentage,الحد الأدنى لنسبة مبلغ قرض الشريك,
Misc,متفرقات,
Mobile Verification Status,حالة التحقق من الهاتف المحمول,
Monthly as per cycle date,شهرياً حسب تاريخ الدورة,
Monthly as per repayment start date,شهرياً حسب تاريخ بداية السداد,
Moratorium Details,تفاصيل فترة الإمهال,
Moratorium End Date,تاريخ انتهاء فترة الإمهال,
Moratorium Tenure,مدة فترة الإمهال,
Moratorium Type,نوع فترة الإمهال,
New Loan Amount,مبلغ القرض الجديد,
New Monthly Repayment Amount,قيمة السداد الشهري الجديدة,
New Rate Of Interest,معدل الفائدة الجديد,
New Repayment Method,طريقة السداد الجديدة,
New Repayment Period in Months,فترة السداد الجديدة بالأشهر,
New Repayment Start Date,تاريخ بداية السداد الجديد,
No Interest Accrual Till Month End,لا استحقاق فائدة حتى نهاية الشهر,
Normal Interest,الفائدة العادية,
Normal Interest Journal Entry,قيد يومية الفائدة العادية,
Normal Limit,الحد العادي,
Normal Repayment,السداد العادي,
Normal Restructure,إعادة الهيكلة العادية,
NPA,NPA,
NPA Date,تاريخ NPA,
NPA Flag,علامة NPA,
Number Of Days,عدد الأيام,
Old EMI,EMI القديم,
Old Loan Amount,مبلغ القرض القديم,
Old Rate of Interest,معدل الفائدة القديم,
Old Repayment Frequency,تكرار السداد القديم,
Old Tenure,المدة القديمة,
On top of first EMI,علاوة على أول EMI,
One Time,مرة واحدة,
Opening Additional Outstanding,الرصيد الإضافي القائم الافتتاحي,
Opening Charge Outstanding,الرسوم القائمة الافتتاحية,
Opening Interest Outstanding,الفائدة القائمة الافتتاحية,
Opening Penalty Outstanding,العقوبة القائمة الافتتاحية,
Opening Principal Outstanding,المبلغ الرئيسي القائم الافتتاحي,
Organization Type,نوع المنظمة,
Original Security Value,قيمة الضمان الأصلية,
Outdated,متقادم,
Outstanding Principal,المبلغ الرئيسي القائم,
Outstanding Principal & Interest Accrued,المبلغ الرئيسي القائم & الفائدة المستحقة,
Own Ratio,النسبة الذاتية,
Partial Payment Mechanism,آلية الدفع الجزئي,
Partial Settlement,التسوية الجزئية,
Partner Base Interest Rate,معدل الفائدة الأساسي للشريك,
Partner Code,رمز الشريك,
Partner Collection Percentage,نسبة تحصيل الشريك,
Partner Interest Share,حصة فائدة الشريك,
Partner Loan Amount Percentage,نسبة مبلغ قرض الشريك,
Partner Loan Share Percentage,نسبة حصة قرض الشريك,
Partner Monthly Repayment Amount,قيمة السداد الشهري للشريك,
Partner Name,اسم الشريك,
Partner Percentage,نسبة الشريك,
Partner Ratio,نسبة الشريك,
Partner Repayment Schedule Type,نوع جدول سداد الشريك,
Partner Share,حصة الشريك,
Partner Share Allocated,حصة الشريك المخصصة,
Payable Charges,الرسوم المستحقة الدفع,
Penal Interest,الفائدة الجزائية,
Penal Interest Waiver,إعفاء الفائدة الجزائية,
Penal Treatment,المعالجة الجزائية,
Penalty,العقوبة,
Penalty Accrued Account,حساب العقوبة المستحقة,
Penalty Capitalization,رسملة العقوبة,
Penalty Charges Accounts,حسابات رسوم العقوبة,
Penalty Charges Rate,معدل رسوم العقوبة,
Penalty Interest Rate (%),معدل فائدة العقوبة (%),
Penalty Interest Rate is levied on the pending amount on a daily basis in case of delayed repayment,يُفرض معدل فائدة العقوبة على المبلغ المعلّق بشكل يومي في حالة تأخر السداد,
Penalty Overdue,العقوبة المتأخرة,
Penalty Receivable Account,حساب العقوبة المدين,
Penalty Suspense Account,حساب العقوبة المعلّق,
Penalty Waiver,إعفاء العقوبة,
Penalty Waiver Account,حساب إعفاء العقوبة,
Pending Charge Amount,مبلغ الرسم المعلّق,
Pledge Requested,تم طلب التعهد,
Portal Logo,شعار البوابة,
POS reduction plus interest at partner ROI,تخفيض أصل القرض القائم زائد الفائدة بمعدل فائدة الشريك,
