Loan Security Name,Nom de la sécurité du prêt,
Unit Of Measure,Unité de mesure,
Loan Security Code,Code de sécurité du prêt,
Loan Security Type,Type de garantie de prêt,
Haircut %,La Coupe de cheveux %,
Loan  Details,Détails du prêt,
Unpledged,Non promis,
Pledged,Promis,
Partially Pledged,Partiellement promis,
Securities,Titres,
Total Security Value,Valeur de sécurité totale,
Loan Security Shortfall,Insuffisance de la sécurité des prêts,
Loan ,Prêt,
Shortfall Time,Temps de déficit,
America/New_York,Amérique / New_York,
Shortfall Amount,Montant du déficit,
Security Value ,Valeur de sécurité,
Process Loan Security Shortfall,Insuffisance de la sécurité des prêts de processus,
Loan To Value Ratio,Ratio prêt / valeur,
Unpledge Time,Désengager le temps,
Loan Name,Nom du Prêt,
Penalty Interest Rate (%) Per Day,Taux d'intérêt de pénalité (%) par jour,
Penalty Interest Rate is levied on the pending interest amount on a daily basis in case of delayed repayment ,Le taux d'intérêt de pénalité est prélevé quotidiennement sur le montant des intérêts en attente en cas de retard de remboursement,
Grace Period in Days,Délai de grâce en jours,
No. of days from due date until which penalty won't be charged in case of delay in loan repayment,Nombre de jours à compter de la date d'échéance jusqu'à laquelle la pénalité ne sera pas facturée en cas de retard dans le remboursement du prêt,
Pledge,Gage,
Post Haircut Amount,Montant de la coupe de cheveux,
Process Type,Type de processus,
Update Time,Temps de mise à jour,
Proposed Pledge,Engagement proposé,
Total Payment,Paiement Total,
Balance Loan Amount,Solde du Montant du Prêt,
Is Accrued,Est accumulé,
Sanctioned Loan Amount,Montant du prêt sanctionné,
Sanctioned Amount Limit,Limite de montant sanctionnée,
Unpledge,Désengager,
Haircut,la Coupe de cheveux,
Current Value,Valeur actuelle,
Loan Repayment and Closure,Remboursement et clôture de prêts,
Loan Security Status,État de la sécurité du prêt,
Disbursement Details,Détails des décaissements,
Reference No,Numéro de référence,
Haircut percentage is the percentage difference between market value of the Loan Security and the value ascribed to that Loan Security when used as collateral for that loan.,Le pourcentage de coupe de cheveux est la différence en pourcentage entre la valeur marchande de la garantie de prêt et la valeur attribuée à cette garantie de prêt lorsqu'elle est utilisée comme garantie pour ce prêt.,
Loan To Value Ratio expresses the ratio of the loan amount to the value of the security pledged. A loan security shortfall will be triggered if this falls below the specified value for any loan ,Le ratio prêt / valeur exprime le rapport entre le montant du prêt et la valeur de la garantie mise en gage. Un déficit de garantie de prêt sera déclenché si celui-ci tombe en dessous de la valeur spécifiée pour un prêt,
Loan Security {0} added multiple times,Garantie de prêt {0} ajoutée plusieurs fois,
Loan Securities with different LTV ratio cannot be pledged against one loan,Les titres de prêt avec un ratio LTV différent ne peuvent pas être mis en gage contre un prêt,
Qty or Amount is mandatory for loan security!,La quantité ou le montant est obligatoire pour la garantie de prêt!,
Only submittted unpledge requests can be approved,Seules les demandes de non-engagement soumises peuvent être approuvées,
Interest Amount or Principal Amount is mandatory,Le montant des intérêts ou le capital est obligatoire,
Disbursed Amount cannot be greater than {0},Le montant décaissé ne peut pas être supérieur à {0},
Row {0}: Loan Security {1} added multiple times,Ligne {0}: Garantie de prêt {1} ajoutée plusieurs fois,
30/360,30/360,
30/365,30/365,
Accrual Date,Date d'Accumulation,
Accrual Details,Détails de l'Accumulation,
Accrual Type,Type d'Accumulation,
Actual/360,Actual/360,
Actual/365,Actual/365,
Actual/Actual,Actual/Actual,
Add To First EMI,Ajouter à la Première Mensualité,
Add to Last EMI,Ajouter à la Dernière Mensualité,
Additional Interest,Intérêts Additionnels,
Additional Interest Amount,Montant des Intérêts Additionnels,
Additional Interest Suspense Entry,Écriture d'Intérêts Additionnels en Suspens,
Address Links,Liens d'Adresse,
Adds the option to have employee loans,Ajoute l'option de prêts aux employés,
Adds unique constraints to the email and phone number fields of the Customer DocType.,Ajoute des contraintes d'unicité aux champs d'email et de numéro de téléphone du DocType Client.,
Adjust within the EMI amount,Ajuster dans le montant de la mensualité,
Adjusted Amount,Montant Ajusté,
Adjusted Interest,Intérêts Ajustés,
Adjustment Account,Compte d'Ajustement,
Adjustment Details,Détails de l'Ajustement,
Adjustment Receivable Account,Compte d'Ajustement à Recevoir,
Adjustment Type,Type d'Ajustement,
All entries on and after this date will be reposted,Toutes les écritures à cette date et après seront recomptabilisées,
Allocated Date,Date Allouée,
Allocated Demands,Demandes Allouées,
Amount on which interest is calculated,Montant sur lequel les intérêts sont calculés,
Applicant (Borrower),Demandeur (Emprunteur),
Applicant Email,Email du Demandeur,
Applicant Mobile,Mobile du Demandeur,
Authentication Details,Détails d'Authentification,
Auto create customer,Créer automatiquement le client,
Auto create disbursement on loan booking,Créer automatiquement le décaissement lors de l'enregistrement du prêt,
Available Amount,Montant Disponible,
Available Limit,Limite Disponible,
Available Security Deposit,Dépôt de Garantie Disponible,
Available Security Value,Valeur de Sécurité Disponible,
Balance Amount,Montant du Solde,
Balance Charges,Solde des Frais,
Balance Overdue Principal,Solde du Principal en Souffrance,
Billed Separately,Facturé Séparément,
Borrower Portal,Portail de l'Emprunteur,
Both Fixed Deposit and Corporate Guarantee,À la fois Dépôt à Terme et Garantie d'Entreprise,
BPI,BPI,
BPI Treatment,Traitement BPI,
Branch Details,Détails de la Branche,
Bulk Repayment Log,Journal des Remboursements Groupés,
Business,Entreprise,
Cancel Future Accruals and Demands,Annuler les Accumulations et Demandes Futures,
Cancel future EMI Demands,Annuler les Demandes de Mensualités Futures,
Capitalize Amount,Montant à Capitaliser,
Centralized,Centralisé,
Change Date,Date de Changement,
Charge,Frais,
Charge Accounts,Comptes de Frais,
Charge Amount,Montant des Frais,
Charge Based On,Frais Basés Sur,
Charge Code,Code de Frais,
Charge Payment,Paiement de Frais,
Charge Type,Type de Frais,
Charges Capitalization,Capitalisation des Frais,
Charges Overdue,Frais en Souffrance,
Charges Treatment,Traitement des Frais,
Charges Waiver,Exonération de Frais,
Charges Waiver Amount,Montant d'Exonération de Frais,
Clear demand allocation before repost,Effacer l'allocation des demandes avant la recomptabilisation,
Co Lender Schedule,Échéancier du Co-Prêteur,
Co-Lender Schedule,Échéancier du Co-Prêteur,
Collection at partner's percentage,Collection au pourcentage du partenaire,
Collection Offset Logic Based On,Logique de Compensation des Collections Basée Sur,
Collection Percentage,Pourcentage de Collection,
Company Collection Percentage,Pourcentage de Collection de la Société,
Complete KYC,Compléter le KYC,
Completed Tenure,Durée Écoulée,
Converted to Application,Converti en Demande,
Corporate Guarantee Only,Garantie d'Entreprise Uniquement,
Credit Adjustment,Ajustement au Crédit,
Current Principal Amount,Montant du Principal Actuel,
Current Restructure Count,Nombre Actuel de Restructurations,
Date Of Birth,Date de Naissance,
Days Past Due Log,Journal des Jours de Retard,
Days Past Due Threshold,Seuil de Jours de Retard,
Days Past Due Threshold For Auto Write Off,Seuil de Jours de Retard pour la Radiation Automatique,
Debit Adjustment,Ajustement au Débit,
Decentralized,Décentralisé,
Delete GL Entries,Supprimer les Écritures GL,
Delinked,Dissocié,
Delinquent Available Limit,Limite Disponible en Souffrance,
Delinquent In Process Limit,Limite en Cours de Traitement en Souffrance,
Delinquent Limit,Limite en Souffrance,
Delinquent Limit Amount,Montant de Limite en Souffrance,
Delinquent Limit Percent,Pourcentage de Limite en Souffrance,
Delinquent Principal Outstanding,Principal Restant Dû en Souffrance,
Delinquent Utilized Limit,Limite Utilisée en Souffrance,
Demand Amount,Montant de la Demande,
Demand Date,Date de la Demande,
Demand Subtype,Sous-type de Demande,
Demand Type,Type de Demande,
Deposit Amount,Montant du Dépôt,
Deposit Date,Date du Dépôt,
Disbursement,Décaissement,
Email OTP,OTP par Email,
Email Verification Status,Statut de Vérification de l'Email,
EMI (PMT) based,Basé sur la Mensualité (PMT),
EMI (Principal + Interest),Mensualité (Principal + Intérêt),
Employee Loans,Prêts aux Employés,
Enable Partner Accounting,Activer la Comptabilité Partenaire,
Entries To Cancel,Écritures à Annuler,
Entries To Repost,Écritures à Recomptabiliser,
Excess Amount,Montant Excédentaire,
Failed Repayment,Remboursement Échoué,
Fixed Amount,Montant Fixe,
Fixed Deposit Only,Dépôt à Terme Uniquement,
FLDG,FLDG,
FLDG Account,Compte FLDG,
FLDG Corporate Guarantee Percentage,Pourcentage de Garantie d'Entreprise FLDG,
FLDG Fixed Deposit Percentage,Pourcentage de Dépôt à Terme FLDG,
FLDG Limit Calculation Component,Composant de Calcul de la Limite FLDG,
FLDG Trigger DPD,DPD de Déclenchement FLDG,
Force Update DPD in Loan,Forcer la Mise à Jour du DPD dans le Prêt,
Foreclosure Type,Type de Forclusion,
From Branch,Branche d'Origine,
Full Settlement,Règlement Total,
Full Settlement Job,Tâche de Règlement Total,
"If enabled, no interest will be accrued from each disbursement date till the end of the calendar month. Interest accrual will begin from the 1st of the following month.","Si activé, aucun intérêt ne sera couru de chaque date de décaissement jusqu'à la fin du mois civil. L'accumulation des intérêts commencera le 1er du mois suivant.",
Ignore On Cancel Amount Update,Ignorer la Mise à Jour du Montant à l'Annulation,
In Process Limit,Limite en Cours de Traitement,
Initiate,Initier,
Interest Adjustment,Ajustement d'Intérêts,
Interest Capitalization,Capitalisation des Intérêts,
Interest Carry Forward,Report des Intérêts,
Interest Day-Count Convention,Convention de Décompte des Jours d'Intérêts,
Interest Overdue,Intérêts en Souffrance,
Interest Treatment,Traitement des Intérêts,
Interest Type,Type d'Intérêt,
Interest Waiver,Exonération d'Intérêts,
Interest Waiver Amount,Montant d'Exonération d'Intérêts,
Internal Foreclosure,Forclusion Interne,
Is Backdated,Est Antidaté,
Is Excess Amount Refund,Est un Remboursement de Montant Excédentaire,
Is Imported,Est Importé,
Is Invoice generated,Facture Générée,
Is Partial Pre-Paid Interest,Est un Intérêt Partiellement Prépayé,
Is Security Amount Refund,Est un Remboursement du Montant de Garantie,
Is Settlement Write Off,Est une Radiation de Règlement,
Is Write Off Waiver,Est une Exonération de Radiation,
Is Written Off,Est Radié,
KYC Complete,KYC Complet,
KYC Pending,KYC en Attente,
Last Accrual Date,Date de Dernière Accumulation,
Lending,Prêts,
Lending Settings,Paramètres des Prêts,
Limit Amount,Montant de la Limite,
Limit Percent,Pourcentage de la Limite,
Limit Renewal,Renouvellement de la Limite,
Loan Accrual Repost,Recomptabilisation de l'Accumulation de Prêt,
Loan Accrual Repost Detail,Détail de la Recomptabilisation de l'Accumulation de Prêt,
Loan Adjustment Detail,Détail de l'Ajustement de Prêt,
Loan Amount Details,Détails du Montant du Prêt,
Loan Amount Percentage,Pourcentage du Montant du Prêt,
Loan Application Document,Document de Demande de Prêt,
Loan Booking,Enregistrement de Prêt,
Loan Booking Charges,Frais d'Enregistrement de Prêt,
Loan Category Code,Code de Catégorie de Prêt,
Loan Category Name,Nom de Catégorie de Prêt,
Loan Charge Reference,Référence de Frais de Prêt,
Loan Co-Applicants,Co-Demandeurs du Prêt,
Loan Demand Details,Détails de la Demande de Prêt,
Loan Demand Offset Detail,Détail de Compensation de la Demande de Prêt,
Loan Demand Offset Order,Ordre de Compensation de la Demande de Prêt,
Loan Disbursement ID,ID de Décaissement de Prêt,
Loan Document Type,Type de Document de Prêt,
Loan Freeze Log,Journal de Gel de Prêt,
Loan Import Details,Détails d'Importation de Prêt,
Loan IRAC Provisioning Configuration,Configuration du Provisionnement IRAC de Prêt,
Loan Lead,Lead de Prêt,
Loan Limit Change Log,Journal de Modification de Limite de Prêt,
Loan Origination Settings,Paramètres d'Origination de Prêt,
Loan Partner Address,Adresse du Partenaire de Prêt,
Loan Partner Adhoc Charges Shared,Frais Ad Hoc Partagés du Partenaire de Prêt,
Loan Partner Details,Détails du Partenaire de Prêt,
Loan Partner Interest Rate,Taux d'Intérêt du Partenaire de Prêt,
Loan Partner Payment Ratio,Ratio de Paiement du Partenaire de Prêt,
Loan Partner Rate Of Interest,Taux d'Intérêt du Partenaire de Prêt,
Loan Partner Repayment Schedule Type,Type d'Échéancier de Remboursement du Partenaire de Prêt,
Loan Partner Share Details,Détails de la Part du Partenaire de Prêt,
Loan Partner Share Percentage,Pourcentage de Part du Partenaire de Prêt,
Loan Partner Shareable,Élément Partageable du Partenaire de Prêt,
Loan Product Loan Partner,Partenaire de Prêt du Produit de Prêt,
Loan Purpose,Objet du Prêt,
Loan Repayment Charges,Frais de Remboursement de Prêt,
Loan Repayment Entries,Écritures de Remboursement de Prêt,
Loan Repayment Repost,Recomptabilisation du Remboursement de Prêt,
Loan Repayment Repost Cancel Detail,Détail d'Annulation de la Recomptabilisation du Remboursement de Prêt,
Loan Repayment Repost Detail,Détail de la Recomptabilisation du Remboursement de Prêt,
Loan Repayment Schedule Detail,Détail de l'Échéancier de Remboursement de Prêt,
Loan Repayment Type,Type de Remboursement de Prêt,
Loan Restructure Charges,Frais de Restructuration de Prêt,
Loan Restructure Details,Détails de la Restructuration de Prêt,
Loan Restructure Limit Log,Journal de Limite de Restructuration de Prêt,
Loan Transfer Detail,Détail du Transfert de Prêt,
Manual Foreclosure,Forclusion Manuelle,
Manual Remarks,Remarques Manuelles,
Maturity Date,Date de Maturité,
Max DPD Range,Plage DPD Maximale,
Migration Date,Date de Migration,
Min DPD Range,Plage DPD Minimale,
Minimum Partner Loan Amount Percentage,Pourcentage Minimum du Montant du Prêt du Partenaire,
Misc,Divers,
Mobile Verification Status,Statut de Vérification du Mobile,
Moratorium End Date,Date de Fin du Moratoire,
New Loan Amount,Nouveau Montant du Prêt,
New Monthly Repayment Amount,Nouveau Montant de Remboursement Mensuel,
New Rate Of Interest,Nouveau Taux d'Intérêt,
New Repayment Method,Nouvelle Méthode de Remboursement,
New Repayment Period in Months,Nouvelle Période de Remboursement en Mois,
New Repayment Start Date,Nouvelle Date de Début de Remboursement,
No Interest Accrual Till Month End,Aucune Accumulation d'Intérêts Jusqu'à la Fin du Mois,
Normal Interest,Intérêts Normaux,
Normal Interest Journal Entry,Écriture de Journal des Intérêts Normaux,
Normal Limit,Limite Normale,
Normal Repayment,Remboursement Normal,
Normal Restructure,Restructuration Normale,
NPA Date,Date NPA,
NPA Flag,Indicateur NPA,
Old EMI,Ancienne Mensualité,
Old Loan Amount,Ancien Montant du Prêt,
Old Rate of Interest,Ancien Taux d'Intérêt,
Old Repayment Frequency,Ancienne Fréquence de Remboursement,
Old Tenure,Ancienne Durée,
On top of first EMI,En plus de la première mensualité,
Opening Additional Outstanding,Montant Additionnel Restant Dû d'Ouverture,
Opening Charge Outstanding,Frais Restant Dû d'Ouverture,
Opening Interest Outstanding,Intérêts Restant Dû d'Ouverture,
Opening Penalty Outstanding,Pénalités Restant Dû d'Ouverture,
Opening Principal Outstanding,Principal Restant Dû d'Ouverture,
Organization Type,Type d'Organisation,
Original Security Value,Valeur de Sécurité Originale,
Outdated,Obsolète,
Outstanding Principal,Principal Restant Dû,
Outstanding Principal & Interest Accrued,Principal Restant Dû & Intérêts Courus,
Own Ratio,Ratio Propre,
Partial Payment Mechanism,Mécanisme de Paiement Partiel,
Partial Settlement,Règlement Partiel,
Partner Base Interest Rate,Taux d'Intérêt de Base du Partenaire,
Partner Code,Code du Partenaire,
Partner Collection Percentage,Pourcentage de Collection du Partenaire,
Partner Interest Share,Part d'Intérêts du Partenaire,
Partner Loan Amount Percentage,Pourcentage du Montant du Prêt du Partenaire,
Partner Loan Share Percentage,Pourcentage de Part du Prêt du Partenaire,
Partner Monthly Repayment Amount,Montant de Remboursement Mensuel du Partenaire,
Partner Name,Nom du Partenaire,
Partner Percentage,Pourcentage du Partenaire,
Partner Ratio,Ratio du Partenaire,
Partner Repayment Schedule Type,Type d'Échéancier de Remboursement du Partenaire,
Partner Share,Part du Partenaire,
Partner Share Allocated,Part du Partenaire Allouée,
Payable Charges,Frais à Payer,
Penal Interest Waiver,Exonération des Intérêts de Pénalité,
Penal Treatment,Traitement Pénal,
Penalty,Pénalité,
Penalty Capitalization,Capitalisation des Pénalités,
Penalty Overdue,Pénalités en Souffrance,
Penalty Waiver,Exonération de Pénalités,
Pending Charge Amount,Montant des Frais en Attente,
Pledge Requested,Gage Demandé,
Portal Logo,Logo du Portail,
POS reduction plus interest at partner ROI,Réduction du POS plus intérêts au ROI du partenaire,
Post Restructure Charge (No Existing Demand),Frais Post-Restructuration (Aucune Demande Existante),
Posting Date (End Date),Date de Comptabilisation (Date de Fin),
Pre Payment,Remboursement Anticipé,
Pre Payment Charges,Frais de Remboursement Anticipé,
Pre Restructure Details,Détails Pré-Restructuration,
Pre Restructure DPD,DPD Pré-Restructuration,
Pre-Qualification,Pré-Qualification,
Pre-Qualified,Pré-Qualifié,
Principal Adjusted,Principal Ajusté,
Principal Adjustment,Ajustement du Principal,
Principal Capitalization,Capitalisation du Principal,
Principal Outstanding,Principal Restant Dû,
Principal Overdue,Principal en Souffrance,
Process Loan Restructure Limit,Traiter la Limite de Restructuration de Prêt,
Proposed Tenure,Durée Proposée,
Rate Of Interest,Taux d'Intérêt,
Ratio,Ratio,
Reason For Freezing,Raison du Gel,
Reason for Restructure,Raison de la Restructuration,
Refund,Remboursement,
Refund Amount,Montant de Remboursement,
Refund Date,Date de Remboursement,
Refund Details,Détails du Remboursement,
Release Requested,Libération Demandée,
Release Time,Temps de Libération,
Repayment,Remboursement,
Repayment Period In Months,Période de Remboursement en Mois,
Repayment Periods,Périodes de Remboursement,
Repayment Schedule Detail,Détail de l'Échéancier de Remboursement,
Repayment Type,Type de Remboursement,
Repossessed,Repris,
Repost Date,Date de Recomptabilisation,
Rescheduled,Rééchelonné,
Restructure Charge Amount (No Existing Demand),Montant des Frais de Restructuration (Aucune Demande Existante),
Restructure Charges,Frais de Restructuration,
Restructure Date,Date de Restructuration,
Restructure Limit % (Overall),% de Limite de Restructuration (Global),
Restructure of Loans applicable,Restructuration des Prêts applicable,
Restructure Type,Type de Restructuration,
Restructured,Restructuré,
Run Basic Rules,Exécuter les Règles de Base,
Run Knockout Rules,Exécuter les Règles Éliminatoires,
Run Pre-Qualification Rules,Exécuter les Règles de Pré-Qualification,
Salaried,Salarié,
Scrubbing,Nettoyage,
Secured,Garanti,
Security Deposit Adjustment,Ajustement du Dépôt de Garantie,
Security Type,Type de Garantie,
Select whether the repayment date should be the end of the current month or start of the upcoming month,Sélectionnez si la date de remboursement doit être la fin du mois en cours ou le début du mois suivant,
Self-employed,Travailleur Indépendant,
Semi-Secured,Semi-Garanti,
Servicer Fee,Frais du Gestionnaire,
Shareable Type,Type d'Élément Partageable,
Shareables,Éléments Partageables,
Sharing Parameter,Paramètre de Partage,
Shortfall Percentage,Pourcentage de Déficit,
SMS OTP,OTP par SMS,
Subsidy Adjustments,Ajustements de Subvention,
Suspense Account,Compte d'Attente,
The schedule type that will be used for generating the term loan schedules (will affect the payment date and monthly repayment amount),Le type d'échéancier qui sera utilisé pour générer les échéanciers de prêt à terme (affectera la date de paiement et le montant de remboursement mensuel),
To Branch,Branche de Destination,
Total Charges Paid,Total des Frais Payés,
Total Charges Payable,Frais Totaux à Payer,
Total EMI Charges,Frais Totaux de Mensualité,
Total Installments Overdue,Total des Versements en Souffrance,
Total Installments Paid,Total des Versements Payés,
Total Installments Raised,Total des Versements Générés,
Total Interest Paid,Intérêts Totaux Payés,
Total Overdue Amount,Montant Total en Souffrance,
Total Partner Interest Share,Total de la Part d'Intérêts du Partenaire,
Total Partner Principal Share,Total de la Part du Principal du Partenaire,
Total Penalty Paid,Pénalités Totales Payées,
Tranche Number,Numéro de Tranche,
Treatment of charge,Traitement des Frais,
Treatment Of Interest,Traitement des Intérêts,
Type of FLDG Applicable,Type de FLDG Applicable,
Unaccrued Interest,Intérêts Non Courus,
Unaccrued Interest Treatment,Traitement des Intérêts Non Courus,
Unaccrued Interest Waiver,Exonération des Intérêts Non Courus,
Unbooked Interest Paid,Intérêts Non Comptabilisés Payés,
Unbooked Penalty Paid,Pénalités Non Comptabilisées Payées,
Unfreeze Date,Date de Dégel,
Unique Customer,Client Unique,
Unsecured,Non Garanti,
Utilized Limit,Limite Utilisée,
Utilized Security Value,Valeur de Sécurité Utilisée,
Value Date,Date de Valeur,
Value Type,Type de Valeur,
Waive Off Restructure Charges,Exonérer les Frais de Restructuration,
Waived Amount,Montant Exonéré,
Waiver Account,Compte d'Exonération,
Waiving of Charges applicable,Exonération des Frais applicable,
Will do a deduplication check and auto create a customer when a lead is converted to applicaiton,Effectuera une vérification de doublons et créera automatiquement un client lorsqu'un lead est converti en demande,
Write Off Details,Détails de la Radiation,
Write Off Recovery,Recouvrement de Radiation,
Write Off Settlement,Règlement de Radiation,
